Date,AAPL,AMZN,GOOG,META
2017-01-03,,,,
2017-01-04,-0.0011192177561556438,0.004657284610836365,0.0009667422944452664,0.0156597818073807
2017-01-05,0.005085365679607712,0.03073239887913859,0.009048198874347602,0.01668214461727091
2017-01-06,0.011148308876909097,0.01991160088348276,0.015276708473790368,0.022706604992840385
2017-01-09,0.009159439091340538,0.0011683855384734265,0.0006201802497873832,0.012073511320118246
2017-01-10,0.0010083860471494788,-0.001279990502987438,-0.002305864376301092,-0.004403510652963072
2017-01-11,0.005373194531802072,0.003920142024267603,0.0038768563318485327,0.013992659759824555
2017-01-12,-0.004175321540278332,0.01829738902683742,-0.0019185883158379102,0.004203430474103209
2017-01-13,-0.0017611908396798492,0.004301638082535586,0.0018850961123959564,0.01358388596222393
2017-01-17,0.00806432470060936,-0.009080412088530276,-0.004047673865560708,-0.0036620334890300477
2017-01-18,-8.313614528931978e-05,-0.002766376316502117,0.0018145787572807492,0.0003909666301333825
2017-01-19,-0.0017499862858582071,0.001931914448134897,-0.0048321362106784616,-0.002892369343421408
2017-01-20,0.0018363429182639557,-0.0008775727540912825,0.003546547603043626,-0.003998428370350915
2017-01-23,0.0006669427345049606,0.011814504334756615,0.01775120495457405,0.01487711610880127
2017-01-24,-0.0009159462391491457,0.005575405566935476,0.005565713940058448,0.0034125528003159378
2017-01-25,0.015920735747003034,0.017119754327643122,0.014322641434993288,0.016309946598461522
2017-01-26,0.0004921362627370307,0.0031439832513029398,-0.004212342861975138,0.009887546071050135
2017-01-27,8.194858466081811e-05,-0.004027854767751027,-0.010623012774764962,-0.00451880292986806
2017-01-30,-0.0026240988674255394,-0.0064491599651470555,-0.0254945446532846,-0.009078514614350941
2017-01-31,-0.0023018311969684735,-0.008309477885662386,-0.006892582909318934,-0.005038946555897983
2017-02-01,0.06098057296274151,0.010771373223389613,-0.0013742427722672756,0.022329734278769164
2017-02-02,-0.0017087889826684632,0.009130799911785559,0.003562838290375847,-0.017939031966357377
2017-02-03,0.004279156662013062,-0.03541884643413129,0.0037068817474743554,0.001070067926152607
2017-02-06,0.009373993413224868,-0.003159673101806648,-0.00018712628419115251,0.008245602022308951
2017-02-07,0.009517343914819953,0.006017533324283564,0.0070256594238771175,-0.001666066924295162
2017-02-08,0.003877097111380401,0.008873854417067228,0.0017471938039304025,0.017900407565116128
2017-02-09,0.007226055000973064,0.0020129181561270304,0.001459841584008581,-0.0004469392756755175
2017-02-10,-0.0022653912123484776,0.007426714212598773,0.005076773228708031,0.0003727490441673975
2017-02-13,0.008855967554421973,0.010961226604057517,0.006845691735389847,-0.001043354052526091
2017-02-14,0.012979063269641156,-0.00016735728527694782,0.00147689830444242,-0.0014918831259649323
2017-02-15,0.0036287486169390704,0.007544288006336997,-0.0017917571898207196,-0.0030632329490895005
2017-02-16,-0.001180593593306467,0.0017088504510958114,0.006324944059418858,0.0029976354739467137
2017-02-17,0.0027334708644004557,0.001101740442605026,0.0047442614425472485,-0.0023161785558114545
2017-02-21,0.007220853924283288,0.013454428121802309,0.004335421613748558,0.001422962919408688
2017-02-22,0.0029991753662834686,-0.0009691301880624392,-0.0010823034330418313,0.017947806428810775
2017-02-23,-0.004229710705543677,-0.003997092731641838,0.0006861370758812768,-0.005583214086020694
2017-02-24,0.0009520054897420582,-0.008155454539350404,-0.003235687709906676,0.0005910005106100069
2017-02-27,0.0019756663402299424,0.004022482721395049,0.0007723445280525265,0.007161832278270497
2017-02-28,0.00043837096127230524,-0.004242088719402681,-0.007319713313149956,-0.0063779251043147855
2017-03-01,0.020439086609605583,0.009514352875576781,0.014613588238223452,0.013870464643289226
2017-03-02,-0.0059369941628750755,-0.00488816785598345,-0.005519356664754116,-0.00480280372187214
2017-03-03,0.005900556480524344,0.001142643194159465,-0.0018661096911928299,0.002998053447492932
2017-03-06,-0.003147805924931024,-0.003847553226356548,-0.001567946259765085,0.0018224646720343962
2017-03-07,0.0012920138497667377,-0.0006969647787669064,0.004989237106841182,-0.0008730446706185502
2017-03-08,-0.0037271195390873313,0.005295450345943475,0.004159121134678756,0.0030588280144103752
2017-03-09,-0.002302256121302082,0.002939447278418772,0.003962265912922369,0.003775841460221807
2017-03-10,0.00331709309035344,-0.0006330697838242694,0.005449024495760346,0.003978521563407611
2017-03-13,0.00043152606836005525,0.002498620827174447,0.002715778206095365,0.00583617662007252
2017-03-14,-0.0015089826541241358,-0.002410527652102701,9.452298545742366e-05,-0.0020055118961400664
